id,title,community,years,housetype,square,floor,taxtype,totalPrice,unitPrice,followInfo
114,美利山 1室1厅 355万房主自荐,美利山,底层(共22层)2009年建板楼,1室1厅,61.18平米,底层(共22层)2009年建板楼,房本满两年,355,58026,52人关注 / 共103次带看 / 一年前发布
115,民安小区东直门内北小街 低楼层 全东向两居室房主自荐,民安小区东直门内北小街,底层(共14层)2003年建板楼,2室1厅,75.09平米,底层(共14层)2003年建板楼,距离2号线东直门站1021米房本满两年,750,99881,428人关注 / 共63次带看 / 一年前发布
116,加利大厦  大户型  户型方正 三代同堂其乐融融,加利大厦,低楼层(共18层)1996年建塔楼,3室1厅,287.78平米,低楼层(共18层)1996年建塔楼,距离5号线惠新西街北口站559米房本满五年,1450,50386,20人关注 / 共32次带看 / 一年前发布
117,北纬40度，南北通透，可以给换房周期，随时签约房主自荐,北纬40度二期,底层(共25层)2009年建板塔结合,2室2厅,98.43平米,底层(共25层)2009年建板塔结合,距离14号线(东段)来广营站808米房本满五年,720,73149,104人关注 / 共15次带看 / 一年前发布
118,有电梯 南北通透 精装修 复式 前后不临街,东花市北里西区,高楼层(共9层)1996年建板楼,3室2厅,190.67平米,高楼层(共9层)1996年建板楼,距离7号线广渠门内站726米房本满两年,1530,80244,159人关注 / 共75次带看 / 一年前发布
119,精装观小区整个花园 满五年 无个税 双卫设计 拎包入住房主自荐,燕莎后,中楼层(共18层)2004年建塔楼,2室1厅,110.33平米,中楼层(共18层)2004年建塔楼,房本满五年,900,81574,36人关注 / 共23次带看 / 一年前发布
120,北苑茉藜园视野开阔自住装修次卧直接采光诚心出售房主自荐,北苑家园茉藜园,高楼层(共26层)2005年建塔楼,2室1厅,104.14平米,高楼层(共26层)2005年建塔楼,房本满五年随时看房,552,53006,122人关注 / 共215次带看 / 一年前发布
121,永定路西里 2室1厅 880万,永定路西里,底层(共17层)1997年建板塔结合,2室1厅,107.3平米,底层(共17层)1997年建板塔结合,距离1号线五棵松站907米房本满五年,880,82014,120人关注 / 共137次带看 / 一年前发布
122,花市枣苑  三居室  满五年  采光好,花市枣苑一期,顶层(共18层)2002年建板塔结合,3室2厅,146.06平米,顶层(共18层)2002年建板塔结合,距离7号线广渠门内站740米房本满五年,1300,89005,69人关注 / 共34次带看 / 一年前发布
123,业主诚意出售  新社区 采光好四居房主自荐,里外里公寓,中楼层(共18层)2007年建板塔结合,3室1厅,230.42平米,中楼层(共18层)2007年建板塔结合,距离14号线(东段)阜通站226米房本满五年,1350,58589,14人关注 / 共2次带看 / 一年前发布
124,朝南精装修的一居室，业主诚心出售,柳芳北里,顶层(共14层)1987年建板塔结合,1室1厅,42.36平米,顶层(共14层)1987年建板塔结合,距离13号线柳芳站868米,333,78612,233人关注 / 共29次带看 / 一年前发布
125,万科蓝山满2年楼间距大采光好南北通透精装修三居室房主自荐,万科蓝山,中楼层(共25层)2012年建板楼,3室2厅,168.08平米,中楼层(共25层)2012年建板楼,房本满两年,1720,102333,58人关注 / 共56次带看 / 一年前发布
126,温泉东里  复式三居室  南北通透  采光充足房主自荐,温泉东里,顶层(共6层)2001年建板楼,3室2厅,163.6平米,顶层(共6层)2001年建板楼,房本满五年,520,31785,166人关注 / 共8次带看 / 一年前发布
127,慧谷金色家园 3室2厅 1600万,慧谷金色家园,底层(共8层)2001年建板塔结合,3室2厅,205.23平米,底层(共8层)2001年建板塔结合,距离15号线望京站1150米房本满五年随时看房,1600,77962,56人关注 / 共115次带看 / 一年前发布
128,中海城圣朝菲地上南北三层复式六居室1700万,中海城圣朝菲,底层(共8层)2009年建板楼,6室3厅,286.26平米,底层(共8层)2009年建板楼,房本满五年随时看房,1700,59387,79人关注 / 共118次带看 / 一年前发布
129,东南朝向，低楼层，视野无遮挡。房主自荐,中兴家园,底层(共20层)2000年建塔楼,3室2厅,150.69平米,底层(共20层)2000年建塔楼,距离1号线公主坟站772米,1160,76980,87人关注 / 共57次带看 / 一年前发布
130,高层观景一居 观朝阳公园 层高3.15米 户型方正,公园大道,中楼层(共31层)2004年建板塔结合,1室1厅,94.19平米,中楼层(共31层)2004年建板塔结合,距离14号线(东段)朝阳公园站705米房本满五年,960,101922,309人关注 / 共45次带看 / 一年前发布
131,高层东南北三居 观朝阳公园景观 客厅朝东北 主卧东南,公园大道,中楼层(共31层)2004年建板塔结合,3室2厅,174.3平米,中楼层(共31层)2004年建板塔结合,距离14号线(东段)朝阳公园站705米房本满五年,1760,100976,175人关注 / 共55次带看 / 一年前发布
132,保利金泉 二改三居 视野好 鸟巢水立方尽收眼底,保利金泉,顶层(共30层)2008年建塔楼,2室2厅,105.21平米,顶层(共30层)2008年建塔楼,距离15号线安立路站304米房本满五年随时看房,1050,99801,103人关注 / 共223次带看 / 一年前发布
133,汇新家园 3室2厅 1250万房主自荐,汇新家园,低楼层(共16层)2002年建塔楼,3室2厅,114.34平米,低楼层(共16层)2002年建塔楼,距离10号线巴沟站1049米房本满两年,1250,109324,101人关注 / 共53次带看 / 一年前发布
134,航南小区东向大两居  业主诚心出售,航南小区,低楼层(共18层)2000年建塔楼,2室2厅,92.11平米,低楼层(共18层)2000年建塔楼,距离10号线西土城站377米房本满两年,800,86853,71人关注 / 共15次带看 / 一年前发布
135,怡馨家园 精装四居 三世同堂 2008年新房,怡馨家园,顶层(共18层)2008年建板楼,4室2厅,169.89平米,顶层(共18层)2008年建板楼,房本满五年,720,42381,58人关注 / 共17次带看 / 一年前发布
136,尚东阁 南向一居新装修 楼层好带电梯 采光好房主自荐,尚东阁,低楼层(共18层)2009年建板塔结合,1室1厅,64.9平米,低楼层(共18层)2009年建板塔结合,,310,47766,171人关注 / 共50次带看 / 一年前发布
137,水碓子 中间楼层 南北两居 明厨明卫房主自荐,水碓子社区,中楼层(共5层)1965年建板楼,2室1厅,65.28平米,中楼层(共5层)1965年建板楼,距离6号线金台路站694米房本满两年,440,67402,84人关注 / 共0次带看 / 一年前发布
138,芍药居北里 3室1厅 490万房主自荐,芍药居北里,地下室(共7层)1994年建板楼,3室1厅,98.34平米,地下室(共7层)1994年建板楼,房本满两年,490,49828,54人关注 / 共16次带看 / 一年前发布
139,福景苑东向2居，戴维斯物业，24小时保安前台,福景苑,中楼层(共25层)2002年建塔楼,2室2厅,179.36平米,中楼层(共25层)2002年建塔楼,距离10号线亮马桥站596米随时看房,1250,69693,51人关注 / 共20次带看 / 一年前发布
140,太平桥西里 南北通透 独立小院  经典户型房主自荐,太平桥西里,顶层(共6层)1993年建板楼,2室1厅,57.34平米,顶层(共6层)1993年建板楼,距离9号线六里桥东站705米房本满两年,372,64877,146人关注 / 共122次带看 / 一年前发布
141,此房满五没个税、户型方正精装修、房主自荐,丽都水岸B5区,中楼层(共8层)2007年建板塔结合,3室2厅,273.59平米,中楼层(共8层)2007年建板塔结合,距离14号线(东段)将台站632米房本满五年,2400,87723,54人关注 / 共19次带看 / 一年前发布
142,美丽西园 4室1厅 870万房主自荐,美丽西园,高楼层(共10层)1999年建板塔结合,4室1厅,137.81平米,高楼层(共10层)1999年建板塔结合,距离6号线海淀五路居站635米房本满两年,870,63131,241人关注 / 共30次带看 / 一年前发布
143,曙光花园望河园西南向两居 装修好 可直接入住房主自荐,望河园,中楼层(共17层)2002年建塔楼,2室1厅,82.03平米,中楼层(共17层)2002年建塔楼,距离10号线车道沟站799米房本满五年,720,87773,262人关注 / 共104次带看 / 一年前发布
144,广电部温馨家园东西向两居室 楼龄新 税费低 管理完善房主自荐,温馨家园,高楼层(共7层)1999年建板楼,2室1厅,78.8平米,高楼层(共7层)1999年建板楼,距离1号线南礼士路站418米房本满五年,1100,139594,76人关注 / 共49次带看 / 一年前发布
145,富力十号 精装三居室带保姆间 带产权车位 诚意出售。,富力十号,低楼层(共18层)2012年建板楼,3室2厅,229.88平米,低楼层(共18层)2012年建板楼,距离10号线双井站819米房本满两年,3350,145729,38人关注 / 共41次带看 / 一年前发布
146,新纪家园精装两居，朝西向，采光好房主自荐,新纪家园,低楼层(共28层)2002年建塔楼,2室1厅,87.76平米,低楼层(共28层)2002年建塔楼,距离10号线太阳宫站359米房本满五年,680,77485,178人关注 / 共73次带看 / 一年前发布
147,欢乐谷华侨城 毛坯两居室 楼龄新,北京华侨城1号院,中楼层(共33层)2013年建板塔结合,2室1厅,124.6平米,中楼层(共33层)2013年建板塔结合,房本满两年随时看房,930,74639,93人关注 / 共226次带看 / 一年前发布
148,总价低 稳定在售 精装修 客厅双卧南 10平阳台采光好房主自荐,领秀硅谷,低楼层(共10层)2004年建板楼,4室2厅,144.17平米,低楼层(共10层)2004年建板楼,房本满五年,1035,71791,293人关注 / 共64次带看 / 一年前发布
149,经典一居户型 低总价 只交契税 诚售！,北京新天地,低楼层(共28层)2004年建板塔结合,1室1厅,64.79平米,低楼层(共28层)2004年建板塔结合,距离八通线管庄站837米房本满五年,360,55565,579人关注 / 共41次带看 / 一年前发布
150,康城联排别墅 把边户型 花园 客厅挑空,康城别墅一期,1层2001年建板楼,5室3厅,298.53平米,1层2001年建板楼,房本满五年,1520,50917,71人关注 / 共20次带看 / 一年前发布
151,东四环慈云寺桥东北角晨曦园三居室高楼层房主自荐,晨曦园,高楼层(共28层)2000年建塔楼,3室2厅,136.76平米,高楼层(共28层)2000年建塔楼,距离6号线十里堡站1149米房本满两年,698,51039,36人关注 / 共14次带看 / 一年前发布
152,东南北户型，楼层好，视野宽阔，采光充足,北京华侨城1号院,中楼层(共33层)2014年建板塔结合,4室2厅,241.19平米,中楼层(共33层)2014年建板塔结合,距离7号线欢乐谷景区站702米,1900,78777,138人关注 / 共57次带看 / 一年前发布
153,三代同堂 楼层好视野开阔 精装修 近地铁亮马桥,SOHO北京公馆,中楼层(共25层)2008年建塔楼,3室2厅,318.38平米,中楼层(共25层)2008年建塔楼,距离10号线亮马桥站514米房本满五年,2160,67844,66人关注 / 共4次带看 / 一年前发布
154,白纸坊片区2004年新房优质大2居房主自荐,恬心家园,低楼层(共20层)2003年建塔楼,2室1厅,88.9平米,低楼层(共20层)2003年建塔楼,房本满五年,735,82678,222人关注 / 共14次带看 / 一年前发布
155,东城 东直门 东中公寓 四室两厅,东中公寓,中楼层(共12层)1999年建板塔结合,4室2厅,233.06平米,中楼层(共12层)1999年建板塔结合,距离2号线东四十条站266米房本满五年,2097,89977,101人关注 / 共15次带看 / 一年前发布
156,07年商品房 南向三居室 落地窗 大客厅 交通方便房主自荐,后现代城,低楼层(共28层)2006年建塔楼,3室2厅,120.86平米,低楼层(共28层)2006年建塔楼,距离7号线大郊亭站665米随时看房,800,66193,230人关注 / 共127次带看 / 一年前发布
157,两套打通的336平米一块出售。,时间国际,中楼层(共28层)2005年建塔楼,1室0厅,193.45平米,中楼层(共28层)2005年建塔楼,距离机场线三元桥站717米房本满五年,870,44973,50人关注 / 共6次带看 / 一年前发布
158,精装北向两居室 拎包入住 交通便利,长安太和,低楼层(共24层)2012年建板楼,2室1厅,172.82平米,低楼层(共24层)2012年建板楼,距离1号线东单站555米房本满两年,2000,115728,99人关注 / 共12次带看 / 一年前发布
159,南北通透板楼两居室 无遮挡采光好  独院停车方便房主自荐,罗庄南里,顶层(共6层)2000年建板楼,2室2厅,85.45平米,顶层(共6层)2000年建板楼,距离10号线知春路站727米房本满五年,680,79579,340人关注 / 共40次带看 / 一年前发布
160,裕民东里  满五年公房  中间楼层房主自荐,裕民东里,中楼层(共6层)1989年建板楼,3室1厅,68.27平米,中楼层(共6层)1989年建板楼,距离8号线北土城站781米,580,84957,138人关注 / 共31次带看 / 一年前发布
161,瞰都国际 东北四环边 地铁14号沿线 西南向四居房主自荐,瞰都国际,中楼层(共19层)2005年建塔楼,3室1厅,161.79平米,中楼层(共19层)2005年建塔楼,房本满五年,1250,77261,64人关注 / 共23次带看 / 一年前发布
162,复兴路30号院  南北通透三居室房主自荐,复兴路30号院,高楼层(共16层)1985年建板塔结合,3室1厅,78平米,高楼层(共16层)1985年建板塔结合,距离1号线五棵松站61米房本满五年,700,89744,89人关注 / 共154次带看 / 一年前发布
163,西直门 索家坟带电梯两居 大客厅房主自荐,索家坟,高楼层(共14层)1998年建板塔结合,2室1厅,92.09平米,高楼层(共14层)1998年建板塔结合,房本满五年随时看房,779,84592,132人关注 / 共73次带看 / 一年前发布
164,南北通透大两居，小区人文素质高，环境适宜房主自荐,龙锦苑东二区,顶层(共6层)2008年建板楼,2室1厅,101.35平米,顶层(共6层)2008年建板楼,距离8号线回龙观东大街站1073米房本满五年随时看房,410,40454,283人关注 / 共375次带看 / 一年前发布
165,房子是东南向一居室 两梯6户 不临街 卧室带大阳台房主自荐,望京西园一区,高楼层(共18层)2001年建塔楼,1室1厅,74.2平米,高楼层(共18层)2001年建塔楼,距离15号线望京站894米房本满五年,515,69408,53人关注 / 共23次带看 / 一年前发布
166,亚运村板楼三居 南北通透 精装修 满五年,安慧里一区,顶层(共6层)1991年建板楼,3室1厅,66.35平米,顶层(共6层)1991年建板楼,距离5号线惠新西街北口站756米房本满五年,530,79880,56人关注 / 共78次带看 / 一年前发布
167,宝星园 南向复式 大户型 卧室客厅都朝南房主自荐,宝星园一区,顶层(共23层)2003年建塔楼,5室3厅,313.56平米,顶层(共23层)2003年建塔楼,距离15号线望京东站615米房本满五年,1950,62190,75人关注 / 共1次带看 / 一年前发布
